name,text_domain,image_set,d,n_tokens,N,K,lam_top128,r_top128,LAR_8,LAR_16,LAR_32,LAR_64,LAR_128,LAR_frac05,Waste,eff_rank,RankMe,answer_count_mean,spectrum_path
dinov1_vits16,imagenet,in1k10k,384,196,10000,384,30.8099703255;19.3699773202;13.0984913077;11.3683166619;8.91240830892;7.96583310019;6.91901344208;6.64769607717;5.79054611184;5.39802884544;5.13758580644;4.61882453487;4.37451523723;4.08619239875;3.9815366227;3.62767293478;3.43401229512;3.23203083383;3.17327706709;2.92089712054;2.8423170926;2.72778414752;2.59479456226;2.49661737051;2.47922909554;2.3405337042;2.26445533941;2.21750953476;2.14444294498;2.11390172305;1.95123707526;1.92472332685;1.8425498389;1.76405571895;1.70782945253;1.68113720215;1.63672838081;1.58116150485;1.56471161181;1.49757077768;1.47078228394;1.45219105255;1.41662453444;1.40265602389;1.36506478888;1.32166282648;1.30638274801;1.28040659843;1.27487270585;1.20710358735;1.19329550474;1.15648670472;1.14261563059;1.11651659523;1.10578040984;1.09814581839;1.07289969889;1.05346051914;1.04230928121;1.02946123259;1.018766785;1.0035020405;0.978093959373;0.964139905369;0.955598103191;0.942696070192;0.92596567767;0.89685632527;0.89181264838;0.880810569222;0.859779042344;0.854887112634;0.841645599137;0.837672699183;0.824393983578;0.811177958101;0.80383323206;0.787824332393;0.781465022558;0.760320850697;0.750424396259;0.744608169133;0.733104829011;0.729706560933;0.715352722246;0.708758894648;0.700099240031;0.692523562752;0.677868711011;0.671089907214;0.660564669101;0.657237488456;0.650626589302;0.64718705695;0.646555395146;0.635498625275;0.624265890996;0.621141489141;0.615144574035;0.611702342628;0.604861895531;0.594362822176;0.587007405591;0.582681355314;0.58081686573;0.576192738406;0.569745115302;0.565601950114;0.561035789552;0.551992719791;0.545671775804;0.538245182589;0.536051986494;0.532451125403;0.527031621365;0.519405603851;0.510371226295;0.504980241485;0.502569561503;0.498416255786;0.492105030907;0.48861178408;0.484409375111;0.484164467162;0.481514135684;0.475697958392;0.473487575155;0.469816793852,0.00333674434277;0.0243155749516;0.00762514482828;0.00879349781694;0.00388287769398;0.00571996221916;0.00547877458418;0.00352957529448;0.00274621597402;0.00403763920213;0.00109771952069;0.00356780745961;0.000991592968091;0.00507582333425;0.00181689052494;0.00123188914052;0.00104062253113;0.000530383769128;0.00239610651974;0.000506841098002;0.000693542669665;0.00125051936326;0.000702077508332;0.00124747389837;0.00071185159873;0.000913405610298;0.000456971299555;0.000591801827129;0.000528527072901;0.000368067580446;0.000375916467777;0.0003579092414;0.000781343520354;0.000409437307424;0.000493114249443;0.00050801107231;0.00139810670519;0.000690210573206;0.00038589442693;0.00100109796859;0.000406537133742;0.000430096580181;0.000679049622534;0.000434373403029;0.000212855796737;0.000467419888231;0.000942449469517;0.000620983866361;0.000463079802692;0.000439525881695;0.000289971555586;0.000218556558836;0.000284157514888;0.000246369213868;0.000274746155502;0.000503531599518;0.000172067317065;0.000322542600098;0.000402939427822;0.000301654212873;0.00038474883061;0.000397865841299;0.000624971767923;0.000386571757362;0.000289778533567;0.00035536107451;0.000189935089699;0.000338598314966;0.00050502704356;0.000317809370605;0.000216866782;0.000160703024452;0.000187472858668;0.000538139203238;0.000235455778148;0.000207129988383;0.000185229936983;0.000469184990824;0.000395458676298;0.000246363272222;0.000169852225651;0.000141534680363;0.000129947559063;0.00037555605109;0.000116122008509;0.000323223217943;0.000134442055303;0.000229335449913;0.000267751739113;0.000215272838321;0.000321650278871;0.000264468187718;0.00014247612447;0.000220829981329;0.000266374010287;0.000340880897436;0.000350160500309;0.000168375386607;9.46480811545e-05;0.000303008104235;0.000171073420353;0.000271339989914;0.000168311603322;0.000313595761451;0.000105384062192;0.000227738443042;0.00013625804946;0.000235141290099;0.000172554356857;0.000168432792097;0.000299817457615;0.000206336576863;0.000153918153888;0.000253347529228;0.000240055495825;0.000173043009861;0.000191591690099;0.000237819186548;0.000191551412814;0.000206713593289;0.000228841952164;0.000204957234423;0.000136537299822;0.00049693321961;9.45520087305e-05;0.00016506587408;7.65213150074e-05;0.000205569489264,0.8439686606826486,0.933049455783338,0.9646563764615768,0.9842763830991715,0.9937223675740998,0.9449375622518525,0.8616893692138639,46.34936550805702,309.9558299420942,None,/cache/ma-user/VTBenchLab/lar/results/spectra/dinov1_vits16__imagenet__in1k10k.npz
dinov2_small,imagenet,in1k10k,384,256,10000,384,44.4107306607;24.7212141074;23.4946532868;15.3482715437;14.6214896961;13.0512835756;11.9771416815;11.0181840742;10.4635510998;9.43945362629;9.15412188975;9.11655068485;8.34669321297;7.62884841825;7.41911462541;7.11961674583;6.93197978357;6.6684151428;6.52337616355;6.24537399858;6.08299269425;6.02613359329;5.86934357148;5.68564842331;5.56748498011;5.43725370353;5.3337888655;5.31917531665;5.21615687969;5.02881453089;4.79374668198;4.72009105547;4.6859462039;4.63150264166;4.4810636091;4.437050438;4.40672340517;4.33775611113;4.31893886431;4.24356503584;4.1131641533;4.10516508533;4.04795201707;4.01235125423;3.93422365563;3.89531389587;3.85695532946;3.78778639369;3.76454194919;3.67062593924;3.64898938709;3.60492112074;3.52883918247;3.50946643927;3.44838197093;3.41724863766;3.395317287;3.37845991189;3.27241352531;3.26923191635;3.22939415822;3.19231447472;3.12484891003;3.0980257504;3.0674411463;3.05191177495;3.04123410539;3.00894829658;2.98527389711;2.95720308535;2.90038101441;2.86203879952;2.82626308697;2.81002975947;2.7632480812;2.73919137767;2.73131664308;2.69329869725;2.66350152278;2.64848011125;2.63881993886;2.59579106758;2.59311165618;2.56706374218;2.51106248713;2.49661393295;2.48997756406;2.46846478041;2.45596082656;2.42813658041;2.42231153104;2.36800151509;2.35252009125;2.327715128;2.31244224649;2.29628802303;2.27358072288;2.25135412814;2.24706276759;2.2179611633;2.20083572798;2.18533965857;2.16175802387;2.1333353368;2.11901372595;2.116872929;2.10549987235;2.08570900163;2.08133270203;2.06538418959;2.03900615453;2.01989687596;2.00422952854;1.98579382913;1.97592384936;1.94412362258;1.93042782895;1.92856403857;1.91252717569;1.90586559965;1.88370856424;1.8629480102;1.84213520245;1.83316254651;1.81139597094;1.79874590212;1.77897889272;1.76521120145,0.0547009863354;0.0184867028426;0.00844212112196;0.00319975741533;0.00344635479624;0.00391508211259;0.00501964680449;0.00854139316575;0.00417855707327;0.00506472919533;0.00368912390684;0.00328150462239;0.00281853050539;0.00144186027563;0.00207992237752;0.00200804846848;0.00206248915322;0.00142632681962;0.00203998825655;0.0031535947243;0.00129083134698;0.00196401418158;0.00265522747618;0.00168490641944;0.00164890143687;0.00128306438894;0.00183063616492;0.00169657859631;0.00127654293794;0.00139360868439;0.00115353285683;0.00113925612495;0.000846686222473;0.000949991354031;0.00104956454887;0.00099361114806;0.00153252798174;0.000717503797577;0.000989544503526;0.000879407953936;0.0012628146545;0.00063486404718;0.00112241288533;0.000867929222882;0.00062554355205;0.000877731626948;0.000738837394342;0.000821703039222;0.000722099307905;0.00073369140267;0.000704343862964;0.000622610813416;0.000930127750607;0.000735596042749;0.000530384532744;0.000640829020963;0.000804443761778;0.000552189147402;0.000544626418354;0.000735070039045;0.000498339337482;0.000628304906016;0.000460899597877;0.000535138663327;0.000722931543723;0.000758995695916;0.000654548361802;0.000474132982524;0.00065948065901;0.000467410488042;0.000419401276321;0.000533744329074;0.000395561848792;0.000743435208004;0.000378938617181;0.000440089355521;0.000507731234331;0.000398831628092;0.000352793921459;0.000501682252758;0.000427820882157;0.000596839092245;0.000342363283429;0.000485843782736;0.000357630506544;0.00041812058915;0.000313791468137;0.000781344413311;0.000317263891561;0.000544375510411;0.000360293978651;0.000653029514167;0.000371335634393;0.000345346662613;0.000437994370193;0.00039055057034;0.000262152186226;0.00033952448668;0.000396226308616;0.000325874237224;0.000397588397114;0.000360508811451;0.00032102982192;0.000323149237083;0.000299066485988;0.000549332698795;0.000350435971302;0.000330566119266;0.000199275170872;0.000367669144231;0.000210438199405;0.000383501420546;0.000381032922236;0.000404314572958;0.000422938464055;0.000524320369773;0.000349492514689;0.0002862084246;0.000442898115291;0.000432702572121;0.000251195338766;0.000384546477662;0.000304325675189;0.000241469626374;0.000363881760287;0.000240058727082;0.000255460737885;0.000336177527547,0.8537158455125166,0.9089940208653922,0.9495911606809238,0.9744314951518931,0.9905715421746042,0.9183424778015294,0.9053596494395413,95.49975185306971,320.4504760618343,None,/cache/ma-user/VTBenchLab/lar/results/spectra/dinov2_small__imagenet__in1k10k.npz
metaclip_b16_2pt5b,imagenet,in1k10k,768,196,10000,512,4.49551682596;3.39677684487;2.06164229161;1.73472781218;1.48518109404;1.17360950176;1.07437780452;0.983082268594;0.931722977748;0.822610210028;0.772383940868;0.717957959107;0.700056355023;0.66823509953;0.600458100378;0.586637557735;0.564580359588;0.55087356499;0.527414711173;0.508517550417;0.488154795537;0.467335556998;0.45113770303;0.443257749032;0.428330633277;0.409375239187;0.384535038709;0.379260928102;0.365281573939;0.350131326247;0.349792201633;0.341757446481;0.332800041083;0.324554034113;0.319181952688;0.305966382935;0.301498852414;0.297799415703;0.292558759796;0.290040701119;0.282605149016;0.273898754062;0.266780109028;0.265314153286;0.257573006944;0.257345838142;0.253858501396;0.249165677852;0.243228276296;0.240244268291;0.231968372512;0.227780815753;0.226013603955;0.22429508738;0.214658393016;0.212694476408;0.208622123059;0.208071222776;0.206241704115;0.203406647439;0.197831995325;0.197036091565;0.195109335812;0.190737171275;0.187845660446;0.183848947429;0.180725135818;0.178770327127;0.177724119008;0.175866004212;0.174044894515;0.173092471297;0.169551772819;0.166250617904;0.163377047353;0.162771768328;0.160527965709;0.158440735449;0.157975036233;0.156330432656;0.154497396555;0.152926873204;0.150709975263;0.149241221269;0.146505796533;0.144957717154;0.144209019603;0.142799411267;0.14110588114;0.139335250793;0.139277278744;0.135359022021;0.13504435283;0.13406768461;0.133099181837;0.131454386203;0.128782145569;0.126662236875;0.125176231873;0.125056741683;0.123701929003;0.122050439504;0.122020270924;0.119239894858;0.117791545654;0.116183925528;0.115931889408;0.115809877058;0.113663830491;0.113062424787;0.111885930983;0.110348488087;0.108399063807;0.108245279968;0.106664136087;0.105755680937;0.105096539605;0.104024913927;0.103404112715;0.101864723132;0.100849446191;0.100136819793;0.0991037401949;0.0983367728183;0.0971904688193;0.0953641543545;0.0949695869439;0.0942991911476,0.0425348687779;0.0293362028352;0.00824785057592;0.00483179763604;0.00471009704113;0.00405783691408;0.00447630503144;0.00266996376297;0.00419396102558;0.00390585365816;0.00234379571137;0.00214313109234;0.00284142054667;0.00258029378367;0.00344753868015;0.00188360903165;0.00186072435495;0.00204284430871;0.00271556432963;0.00146240718259;0.00169745629852;0.00160255684009;0.00106738123371;0.00217315196845;0.00154683490893;0.00116681816692;0.00149756812144;0.00112996363115;0.00139608305305;0.00100229495265;0.00133398248862;0.000952434158461;0.00142666111656;0.00123547597357;0.000873837295934;0.000780280407512;0.00102034494537;0.000981015026315;0.000729133930711;0.0006860452097;0.00136401093847;0.000700058936604;0.000688518459543;0.000760535821112;0.000906368759056;0.000873249835569;0.000711754733471;0.000579714652436;0.00050838050684;0.000493898747432;0.000852281532508;0.000530464400291;0.000730788215715;0.00044482694128;0.000585563853729;0.000660210516189;0.00060510255366;0.000520487237916;0.000462005565896;0.000508594194969;0.000703959929735;0.000564582983147;0.00120589994816;0.000505110058902;0.000417119983942;0.000631731363016;0.000566410202383;0.00083455751045;0.000543430857081;0.000544075677151;0.000413792934293;0.000408353209061;0.000407754928999;0.000456691326459;0.000433148706202;0.000382089534234;0.00083923954045;0.000401162595523;0.000497341761463;0.000385114150527;0.000678108838818;0.000484276235207;0.000350635238015;0.000427062656456;0.000398257509868;0.000405786084896;0.000581905118009;0.000484625175404;0.00063370888947;0.000346517559862;0.000488737701404;0.000306575047033;0.000366945998002;0.000548341431989;0.000410387736593;0.000501466717339;0.000423229219932;0.00033475442435;0.000356790200369;0.000325108875481;0.000408953793497;0.000409191921249;0.000336316632876;0.000262125239433;0.000367372526921;0.000371879662147;0.000249565908005;0.000302987254531;0.000381393373751;0.000422884598928;0.000301933875739;0.000362661494395;0.000480372160248;0.000336746530993;0.000206579759864;0.00034803280228;0.000388628143685;0.000324645844287;0.000322973464142;0.000526735851964;0.000304616858385;0.000324745195516;0.000320794309895;0.000242214079882;0.000196122802565;0.000296128211046;0.000283935525713;0.000222973314488,0.8920710902247,0.9382329592928655,0.9679430397400262,0.9845876224851852,0.994284702628666,0.9732437365473037,0.8478242124925903,60.28388278102076,404.6598345587123,None,/cache/ma-user/VTBenchLab/lar/results/spectra/metaclip_b16_2pt5b__imagenet__in1k10k.npz
pe_core_b16_224,imagenet,in1k10k,768,196,10000,512,84.3718243642;74.2950018179;59.8085896402;53.199188222;46.3421289581;43.5852676656;38.2872609413;32.5723748145;28.3264420963;27.0082219458;25.6677547225;20.8734567374;19.9063890021;18.5616257482;16.8605981587;15.4872473294;11.4300798314;10.4060053304;9.13970035098;8.21148541806;7.10863480256;6.11615823176;5.32537563201;4.84768071111;3.96111716253;3.37727133034;2.88578779748;2.64825428424;2.58178223693;2.45488223526;2.04810299103;1.96161006579;1.9121438367;1.64698753848;1.52738117991;1.3643628473;1.27578776232;1.20952451818;1.14886450996;1.09574980076;1.09064042917;1.03267529304;0.954040742203;0.944140138104;0.910228918446;0.855194981717;0.830258368988;0.814953432312;0.798628620042;0.77008578703;0.753380197367;0.730330829376;0.714053095398;0.688913485111;0.662732038121;0.636293997091;0.625524242573;0.610076710516;0.584611239308;0.58162499846;0.572079896096;0.533967681596;0.525502425192;0.516165250148;0.511005752835;0.506232849192;0.485544515477;0.474016192021;0.46833409652;0.464295901507;0.461493404178;0.453861883521;0.443818260463;0.429941333625;0.425079731829;0.416434663186;0.409384727702;0.401789266377;0.385519178033;0.383245621932;0.378888735509;0.373573191197;0.371665618173;0.363618808887;0.355763698304;0.348687236763;0.344188353982;0.340795778764;0.337397028309;0.328449570241;0.324859591302;0.319378521316;0.314268688383;0.313398091286;0.310012900196;0.306554244463;0.29950319864;0.295428558476;0.292602961496;0.29180454368;0.289652296792;0.287443518805;0.280591810274;0.277981051598;0.277625137139;0.275301962341;0.273866430647;0.263982559357;0.25734303279;0.255989322154;0.25521021416;0.251876259169;0.249295464302;0.245587033975;0.24354685171;0.241637220981;0.237349504942;0.236087131242;0.233579598328;0.231681876142;0.229584826845;0.227995633065;0.225211694064;0.223948590382;0.219377250201;0.219110975248;0.21866161597;0.215955444207,0.00815827552829;0.00969543964577;0.0026801149284;0.00583085907014;0.0109233434232;0.00156733083765;0.00102958114112;0.00580232006747;0.00302065835677;0.00360443319551;0.00579490254412;0.00393229231189;0.00426801070634;0.00306833062269;0.00156699735094;0.0018879303988;0.00295710017975;0.00578074327221;0.00688251047248;0.00089446144803;0.00298986766101;0.00613915106186;0.00183484629181;0.00304439660018;0.00300875021212;0.00416167259136;0.00144875192967;0.00439983113234;0.00133605560644;0.00253991186992;0.00251425365664;0.00318367901273;0.00199378127106;0.00277038430723;0.00140927248112;0.00115089663785;0.00153260435992;0.00264921327151;0.00276192522561;0.00182997396247;0.00123491243399;0.00167298191257;0.00113373094748;0.000719149323948;0.00157899160763;0.000767015551222;0.00191336293612;0.00105422320554;0.00085199592702;0.000899203089259;0.00129779137895;0.00122190630788;0.00133400424744;0.001056507043;0.000953620976892;0.000797302322096;0.00118964708836;0.00102052004354;0.00121019771325;0.000943653965462;0.000854518951196;0.000836295654367;0.000422286964527;0.000634605673694;0.000789725455643;0.000736647165871;0.00106239777844;0.000835469821129;0.000854642567169;0.00124928470239;0.00099870684642;0.00083831018616;0.000764256178632;0.000585535775519;0.000893892617535;0.000803707440274;0.000776345189712;0.000553461248139;0.000479363661331;0.000520107308475;0.000749690565224;0.000678961439319;0.000904446723355;0.000645374798258;0.000676299037158;0.000361462757319;0.000554947436439;0.000660226678491;0.000509292603265;0.000532260458117;0.000599187740338;0.00066517993856;0.000890827225809;0.000578747974787;0.000612327500467;0.000450592600164;0.000428351507208;0.000646452063823;0.000579461123903;0.000521449490516;0.000360992203684;0.000443994336797;0.000416976302119;0.000565191253524;0.000625588004001;0.000386388793734;0.00038769298289;0.000407478155726;0.00030464696809;0.000421523865544;0.00071528522339;0.000525075661568;0.000516017878277;0.000457264206914;0.000340285951195;0.000283690870208;0.000427670058258;0.000508233339152;0.000433340761441;0.000327813492073;0.000433798868734;0.000522281538523;0.000390799377618;0.000265261873404;0.000798197630472;0.000488392690777;0.000383445401775;0.000272708548865,0.7317599981021837,0.8985454320558378,0.9832381311888388,0.9946923338968784,0.9982114184927579,0.9879465423553221,0.563962903943167,19.64470750223704,255.00588789592027,None,/cache/ma-user/VTBenchLab/lar/results/spectra/pe_core_b16_224__imagenet__in1k10k.npz
toklip_l_semantic_384,imagenet,in1k10k,1152,576,10000,512,7.70967837761;5.00894937546;3.61060944305;3.01167754524;2.01635500202;1.62387415441;1.51472222352;1.43509033766;1.37386903251;1.12871808489;1.02653046073;0.98215605421;0.943640709503;0.859919904988;0.800237368021;0.790632054413;0.771654804462;0.739240774058;0.711248014118;0.662492998335;0.640494918495;0.615627250115;0.580832295009;0.567898553969;0.55207313373;0.529445142718;0.51453065125;0.493896655073;0.487169620312;0.471248347647;0.453828849647;0.452844219258;0.433899892856;0.425067289085;0.415160786574;0.406050512057;0.395752898587;0.384732703683;0.379257287884;0.378524805412;0.359784883935;0.352373969969;0.340871489999;0.337183480164;0.334843635998;0.321630142222;0.318028836305;0.314704630454;0.310464409887;0.300605126768;0.296591032733;0.28980875955;0.286161301372;0.278778173459;0.273071135235;0.272721233327;0.271289068483;0.262107975287;0.26149928202;0.258258694111;0.254817702436;0.24627872774;0.245623478951;0.24276335063;0.239827804188;0.235436328993;0.231212758935;0.229005432038;0.226926478242;0.223881557994;0.21757771827;0.217554817005;0.21655696446;0.211184263487;0.209502527751;0.205748710107;0.201002063875;0.199250190765;0.197933116002;0.194858629456;0.192700589885;0.19102829068;0.187669415313;0.187161205293;0.185359642079;0.183405213239;0.180967738493;0.177866843378;0.17677257424;0.175689795515;0.174265162386;0.172565717238;0.169907612591;0.167977061323;0.167569284268;0.165840805236;0.163297211527;0.160867046278;0.160287098841;0.159476199065;0.156690392014;0.155027077194;0.152633646558;0.151081297601;0.148528699666;0.148187464147;0.146928552309;0.144847745245;0.143964579496;0.143457791934;0.142334724537;0.140797066202;0.138924877026;0.137695716284;0.136372988858;0.13555933586;0.134769621322;0.133500311906;0.132521561651;0.130148145124;0.12983519677;0.129057741064;0.128572475117;0.126928184943;0.124492161415;0.123103922002;0.12202809551;0.1208784533,0.05029352692;0.0166348967128;0.0104943781034;0.00921793393104;0.00265321611615;0.00499280259921;0.00936887557254;0.00502915956102;0.0042627411171;0.00501786266652;0.00537001122987;0.00250824501385;0.0038034089634;0.00206763462404;0.00205548845709;0.00148583568197;0.00218659129893;0.00256292724375;0.00207868309468;0.00171235157487;0.00170232471778;0.00147770925514;0.00174692671349;0.0014278825005;0.00216866503054;0.00129242673235;0.00152297796383;0.00136440375506;0.00205859016772;0.00114829336062;0.00108790409357;0.00134915127976;0.0016949199382;0.000678430922865;0.00112094525554;0.000952229247068;0.0017388236463;0.00115139396827;0.00134779367558;0.000995413107121;0.000941941485391;0.000985069108512;0.000927953189634;0.00122130585639;0.000873929064556;0.00138447065027;0.000978532176907;0.000748032276407;0.00122367133691;0.000976015119397;0.00165381890282;0.000925900848872;0.000638374362799;0.00112329346703;0.00091966726945;0.00137102996596;0.00140665501995;0.000794002756521;0.00077731067508;0.000546404036449;0.000841217759542;0.000729296330861;0.00070191351546;0.000943701524574;0.000758108047541;0.000875698755633;0.001021258026;0.000640034319412;0.0006209093329;0.000842255231303;0.000732427995524;0.000742759226237;0.000931728403392;0.000694950221464;0.000635224559533;0.000592140898941;0.000673512428214;0.000643095857857;0.0007009359449;0.000594655822042;0.000839193714269;0.000655546197143;0.0006322187661;0.000614169181353;0.000869398843337;0.000733368405358;0.000691499150479;0.000718437055914;0.000678199404908;0.000505920454025;0.000559303567579;0.000555331492883;0.000483230232258;0.000582689143105;0.000532940097972;0.000437626450068;0.000499928684845;0.000612184613164;0.00059506706988;0.0006001948906;0.000598818043248;0.000571396334313;0.000569014111776;0.000617035315011;0.000366813547379;0.000521142743504;0.00062836518582;0.000593670687935;0.000575642198497;0.000545396927439;0.000521656986238;0.000595643029535;0.000480486435613;0.000395810797007;0.000513846020395;0.000444207774958;0.000435784540121;0.000947472895719;0.000650333339982;0.000578276923336;0.000505823115412;0.000619723082645;0.000569856533765;0.000520034483424;0.000380053461669;0.000432981734693;0.00042072093372;0.000349954966273,0.8954419374886008,0.9388094426216423,0.9638875093842948,0.9809259041583719,0.9915725290821352,0.9788142051582915,0.846063567492757,49.365990236889324,412.6294306440379,None,/cache/ma-user/VTBenchLab/lar/results/spectra/toklip_l_semantic_384__imagenet__in1k10k.npz
toklip_s_semantic_256,imagenet,in1k10k,1152,256,10000,512,8.45007011574;5.15079545307;4.13828938692;2.88854691827;2.45136919226;1.87663642518;1.71517061042;1.64114435784;1.5100196208;1.32626879451;1.22636632917;1.11665111721;1.06326024416;1.01436784297;0.902341556128;0.890609415339;0.851408708708;0.824085807548;0.798871524184;0.765728564729;0.717162207323;0.688732882301;0.666567559088;0.652585660765;0.620622318466;0.602394702043;0.574301986073;0.563513971724;0.534749903963;0.532665907802;0.516444240241;0.502454443001;0.497430667358;0.487443195302;0.474235411176;0.462896226008;0.4413602922;0.426314554682;0.425674158929;0.416085785138;0.404948764596;0.396569099872;0.389601225543;0.377843870248;0.372159636167;0.369073859802;0.357185651191;0.350223844926;0.348768840097;0.343255517122;0.33580158395;0.327549938385;0.324359444856;0.319363134938;0.308575056729;0.304667394975;0.303021131095;0.296498973239;0.293155394448;0.288439706166;0.285338334385;0.281961640093;0.278534917352;0.271530880857;0.269424913756;0.264859655169;0.261969186355;0.254303746498;0.251279762353;0.250493058741;0.246722448772;0.246146125088;0.240251647655;0.235638493648;0.233695315078;0.229650952762;0.227193989835;0.226315621252;0.22191619913;0.219027996826;0.216945518434;0.214869968673;0.212558607303;0.211565059869;0.20979239322;0.205608502931;0.203980621863;0.201945757446;0.199958187181;0.198131118355;0.194667942353;0.193355787154;0.191531361124;0.18953357005;0.186519886956;0.181637319244;0.180505550906;0.179144583651;0.178226595468;0.176182760826;0.17544070121;0.174709868724;0.172028368159;0.170494529192;0.169615400307;0.164970790563;0.164799566231;0.163137801587;0.162788060734;0.162022064587;0.159985149929;0.159249101098;0.156236850056;0.155480084077;0.15282125715;0.152596210383;0.151873214972;0.150245270973;0.149954072891;0.148400650229;0.145664172111;0.144460625877;0.143529301742;0.142058842874;0.140058711084;0.139511976427;0.138897079108;0.138580229641,0.0516561534124;0.0190009990437;0.00820990810457;0.00740559814745;0.00252860970842;0.00539178673951;0.00805663250756;0.0057818036714;0.00336246629103;0.00468177991305;0.00406678147627;0.00277787064475;0.00461679650026;0.00193271512808;0.00213441932954;0.00201133248798;0.00178524289009;0.00175223970526;0.00223365113347;0.00197814754605;0.00181950864697;0.00096344951682;0.00180274591816;0.00147243010255;0.00138793950659;0.00105561307275;0.00124954332796;0.00128802326443;0.00244742992404;0.000947839871055;0.0014230492524;0.00174247714856;0.00102659132292;0.00126769171568;0.00124172291944;0.00141044904975;0.00110018744715;0.000949184690472;0.000909395035336;0.00140773785878;0.000920848424996;0.000790430874798;0.000856503630008;0.000888072554316;0.000926624562767;0.000794472003883;0.000937207882044;0.000941395587848;0.00130855287013;0.00108881723917;0.000990092389789;0.000786873221897;0.00091155829638;0.000870933091191;0.00126956989522;0.00099485535479;0.00116811043138;0.000873288469139;0.000620708451918;0.000640218624176;0.00100929367125;0.000718164778179;0.00101484404411;0.000632081687814;0.00066002370033;0.00087545326657;0.000838012867829;0.000715533162952;0.00112008124698;0.000635695809406;0.000815171973092;0.000593338062402;0.000655850985577;0.000737823065994;0.000824695621814;0.000708060818359;0.000905708084455;0.000496892772073;0.000660169776199;0.000502832546404;0.000868776182157;0.000588948231343;0.000562269299828;0.000681281751133;0.000459561603225;0.00067964287113;0.000703832624054;0.000656602842088;0.000540846504547;0.00064188005065;0.000476431872249;0.000564968017152;0.000470146547755;0.000472428874867;0.000604975396132;0.000500036800411;0.000607023572009;0.000497916711819;0.000523173578701;0.000509949934735;0.000406852491554;0.000397863015914;0.000564163159441;0.000577973664114;0.00062075241125;0.00064076076635;0.000709220961648;0.000464480211852;0.00053093752419;0.000529888174669;0.000465996613008;0.000495662271699;0.000517961740924;0.000400613751067;0.000499467173133;0.000414650973396;0.000859362111248;0.000405403564293;0.000382852697697;0.000418424962192;0.000440826908713;0.000677974726559;0.00051917520677;0.000431896801993;0.000377023257052;0.000556901015378;0.000299662006693;0.000398874932971,0.8983606458333249,0.9411298960183081,0.9650518751785292,0.9814741779476808,0.9919502628927702,0.9792326380048896,0.8526152951720588,51.546255680922,412.7272524912011,None,/cache/ma-user/VTBenchLab/lar/results/spectra/toklip_s_semantic_256__imagenet__in1k10k.npz
