validation_rank,setup_id,model,epoch,iteration,validation_top1_pct,delta_top1_vs_previous_pct,validation_top5_pct,validation_macro_top1_pct,validation_macro_top5_pct,selected_classifier,base_lr,effective_lr,test_top1_pct,test_top5_pct,test_macro_top1_pct,test_macro_top5_pct,output_dir,protocol_fingerprint
1,siglip2_g16_384,siglip2_g16_384,1,65,95.12871503829956,,99.17821884155273,95.12872099876404,99.17821884155273,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_g16_384/seed0,906d755626d7c0d8a6fb74ac2254c9000e10aee472a4f38b53a66fedb346cd48
2,siglip2_g16_256,siglip2_g16_256,1,65,94.69307065010071,,99.07920956611633,94.69307065010071,99.07920956611633,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_g16_256/seed0,6e9940abcc1f25779981a2dbc76b519efbc5b1b502f9fb83d932c2ebbff7716a
3,siglip2_sm16_512,siglip2_sm16_512,1,65,94.4950520992279,,99.00990128517151,94.49504613876343,99.00990724563599,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm16_512/seed0,73df1d59a5f4213625f624fe9d9838bee0c926d3d80f545f23db756b2078207a
4,siglip2_sm16_384,siglip2_sm16_384,1,65,94.47524547576904,,98.91089200973511,94.47524547576904,98.91089200973511,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm16_384/seed0,2238243a1ae9e6bf690fbe09f0d2453438e5f18cf282ebff201e6b0d9701e0e1
5,siglip2_sm14_384,siglip2_sm14_384,1,65,94.33663487434387,,99.0297019481659,94.33663487434387,99.02970790863037,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm14_384/seed0,1dbf332c64b569e3377ea220530b773b5c93c46149f7da427a978c1952aa1f11
6,siglip2_sm16_256,siglip2_sm16_256,1,65,93.821781873703,,98.85148406028748,93.82178783416748,98.85149002075195,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm16_256/seed0,9281002e2b34aa1f438ee2595fcf1353040d49eab2db9fd56caaabfb424bbba5
7,siglip2_l16_512,siglip2_l16_512,1,65,93.76237392425537,,98.87128472328186,93.76237392425537,98.87127876281738,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_l16_512/seed0,60c005c47ae0cf0a7278bb65495cd3eba452049f82c945621d3cb3485cb7c328
8,siglip2_sm14_224,siglip2_sm14_224,1,65,93.7326729297638,,98.8217830657959,93.7326729297638,98.8217830657959,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm14_224/seed0,8d3dc47ba6b67ebf95976efa79eb650a04145dbefb4bc8cfdd7e75f11e9d243f
9,siglip2_l16_384,siglip2_l16_384,1,65,93.71287226676941,,98.8217830657959,93.71287226676941,98.82177710533142,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_l16_384/seed0,a5475395f47848c59b6b77c396f366c0a347c7da21372b3722d1fd2f851825fb
10,mc2_g14_378,mc2_g14_378,1,65,93.37623715400696,,98.83168339729309,93.37623715400696,98.83168935775757,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_g14_378/seed0,9dc5ee31df0f3639f0060c87f9e6fffe4dfaf0b281d5049706faabf0c4620667
11,siglip2_l16_256,siglip2_l16_256,1,65,92.99010038375854,,98.66336584091187,92.99010038375854,98.66336584091187,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_l16_256/seed0,3a8fee4cb32865b6bfa83cf1e0bc5770a9fd971aa00386da61ec8544b55d9786
12,mc2_h14_378,mc2_h14_378,1,65,92.72277355194092,,98.74257445335388,92.72277355194092,98.74257445335388,classifier_fixed_readout_lr_0_04,0.01,0.04,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_h14_378/seed0,04e098d7353b2e82ec238f6bb9c9cef1ef490cb621ea892fa79259434ef52b43
13,mc2_g14_224,mc2_g14_224,1,65,92.50494837760925,,98.63366484642029,92.50495433807373,98.63365888595581,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_g14_224/seed0,8094ad2e870ab1b772f3f2fe10627c6a543d8ee1f71c367f441997fd03c3867e
14,mc1_h14_224_v1.2,mc1_h14_224_v1.2,1,65,92.42573976516724,,98.50494861602783,92.42574572563171,98.50495457649231,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_h14_224_v1.2/seed0,cb06cb3a68af5a5de689df20c18cef4cc3bba2e893d12f06a0ffb9edd53e985b
15,siglip2_b16_512,siglip2_b16_512,1,65,91.8712854385376,,98.36633801460266,91.8712854385376,98.36633801460266,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_512/seed0,e2b879fc4ba9634d7b48819b9741f23364fdfe63bf61b20fed31c706c83b07d8
16,mc1_g14_224_2.5b,mc1_g14_224_2.5b,1,65,91.39603972434998,,98.37623834609985,91.3960337638855,98.37623834609985,classifier_fixed_readout_lr_0_02,0.005,0.02,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_g14_224_2.5b/seed0,c1633aaecab65ddfd39f16577b911f13a47d0e5f9667b5870d6a1b621b0c0de6
17,mc2_l14_224,mc2_l14_224,1,65,91.3663387298584,,98.34653735160828,91.3663387298584,98.3465313911438,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_l14_224/seed0,713c706071997dc0b9be77d7c55a26078917b0b1e1cd6cbfb3ee0bacbb1a99e2
18,siglip2_b16_384,siglip2_b16_384,1,65,91.24752283096313,,98.37623834609985,91.24752283096313,98.37623238563538,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_384/seed0,84e92d601d36d8f5c877e433e6f58808402621e5346b51340648003c7c8b93b3
19,clip_openai__l14,clip_openai__l14,1,65,90.86138606071472,,98.22772145271301,90.86138010025024,98.22772741317749,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/clip_openai__l14/seed0,1afb6160bb34e505d710e30194854839c7d47b524ee6530a54a9b764ab25e98b
20,mc1_h14_224_2.5b,mc1_h14_224_2.5b,1,65,90.64356684684753,,98.28712940216064,90.64356684684753,98.28712940216064,classifier_fixed_readout_lr_0_04,0.01,0.04,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_h14_224_2.5b/seed0,228d425542cbd9db21ef7ffbb6d7a7dbe825fed686600cb495fc9ca3ad99a1ec
21,siglip2_b16_256,siglip2_b16_256,1,65,90.37624001502991,,98.16831946372986,90.37623405456543,98.16831350326538,classifier_fixed_readout_lr_0_8,0.2,0.8,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_256/seed0,cc60ef4476f932d31dede0d99ff0d5ed7a07f8b9644de9844b5d819511e7a9d3
22,clip_meta__l14,clip_meta__l14,1,65,89.43564295768738,,97.91089296340942,89.43564891815186,97.91088700294495,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/clip_meta__l14/seed0,3ef01545bc3cd738fcb4736ed4055a5157bbf7e430dabe87424fdaeb8f676821
23,mc1_l14_224_2.5b,mc1_l14_224_2.5b,1,65,89.43564295768738,,97.91089296340942,89.43564891815186,97.91088700294495,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_l14_224_2.5b/seed0,cc02a25f5b8ea9410c11dd8a19aa4cd2da30a172258cdec7b47f58defaad65a7
24,siglip2_b16_224,siglip2_b16_224,1,65,89.42574262619019,,97.89108633995056,89.42574262619019,97.89109230041504,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_224/seed0,1a07d711d6683ce7564b62e9620a4f9249d9ab8019fc5f1357c70edd278cd79e
25,mc2_b16_384,mc2_b16_384,1,65,88.60396146774292,,97.9504942893982,88.60396146774292,97.9504942893982,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b16_384/seed0,c498a4541cf91b44e8ccad96d067ffc7d551bb5cab9b9df642bac7e93ee8980d
26,mc1_l14_224_400m,mc1_l14_224_400m,1,65,88.46534490585327,,97.86138534545898,88.46534490585327,97.86138534545898,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_l14_224_400m/seed0,0314cd325a2d59537aa8922ed432eaf29d84ce10eb992f1b2fb4522a69702a92
27,unitok_attn,unitok,1,65,87.5445544719696,,97.38613963127136,87.5445544719696,97.38613367080688,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/unitok/seed0,e0f16c837ff5f3207ce5a9e571aa1066e1dad0929f8f5d7642ae38fcd79071a8
28,mc2_b16_224,mc2_b16_224,1,65,86.70297265052795,,97.31683135032654,86.70297265052795,97.31683135032654,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b16_224/seed0,d9dcaaef19474d7584bef8443ef82797f0f583c15f0cbd830f449293fb5ea0f0
29,vilau_256,vilau,1,65,86.4752471446991,,96.77227735519409,86.4752471446991,96.77227735519409,classifier_fixed_readout_lr_0_04,0.01,0.04,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/vilau_7b_256_semantic_penultimate/seed0,a4cc01e96cf1dbe75c59371df059af92befc629d111896fea410e512aacd6100
30,siglip2_b32_256,siglip2_b32_256,1,65,85.14851331710815,,96.58415913581848,85.14851331710815,96.58416509628296,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b32_256/seed0,03798bffd6adedef18eb3ede9f8b0de5c444c83f198d59805431075e10a5dc53
31,mc2_m16_384,mc2_m16_384,1,65,85.07920503616333,,97.0693051815033,85.07920503616333,97.0693051815033,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_m16_384/seed0,33402249f175deff850f9fdcfab38e3f19a618aec0d88ac05c6b26e96a3416a3
32,mc2_b32_384,mc2_b32_384,1,65,85.02970337867737,,96.84158563613892,85.02970933914185,96.84157967567444,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_384/seed0,8dbd73a1e8c08bfd3f39acf775e7d8a2b08d6130a9f25a128fb710abc4a23dea
33,mc1_b16_224_2.5b,mc1_b16_224_2.5b,1,65,84.23762321472168,,96.71286940574646,84.23762321472168,96.71286940574646,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b16_224_2.5b/seed0,dac647a4874b6a280fb2d49aba62d9813ef27e982b07abcc533eddaefd8431de
34,mc2_m16_224,mc2_m16_224,1,65,83.29703211784363,,96.42574191093445,83.29703211784363,96.42574787139893,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_m16_224/seed0,0313e93942ff7757948d42af8fbad0c7c3066c23431815707dc10bbd8a1b0a30
35,mc2_m16_224_mt5,mc2_m16_224_mt5,1,65,83.237624168396,,96.40594124794006,83.237624168396,96.40593528747559,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_m16_224_mt5/seed0,219e6ad0517891cb21159cba5d7516aed3f0cea720f6e2347bee941c5e8649b9
36,mc1_b16_224_400m,mc1_b16_224_400m,1,65,82.87128806114197,,96.1881160736084,82.87128806114197,96.1881160736084,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b16_224_400m/seed0,83f5b285de4b7be05da3ae7eccff8060fd71fcd38a733b85381ae687f38a2c81
37,mc2_s16_384,mc2_s16_384,1,65,81.65346384048462,,95.91088891029358,81.65346384048462,95.91089487075806,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_384/seed0,b7038ad8e8ad930adede6eba1b73dfcebb0147825e1dc568f6c71f69ce6feeb4
38,mc2_b32_224_mt5,mc2_b32_224_mt5,1,65,81.22772574424744,,95.45544385910034,81.22771978378296,95.45544385910034,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_224_mt5/seed0,654126921826a0b9d56150c02bdf28cbec3841b95e4750a13ebe07e4279c5866
39,mc2_b32_224,mc2_b32_224,1,65,80.66336512565613,,95.60396075248718,80.6633710861206,95.60396075248718,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_224/seed0,980fdd99f517b09863fce2fd7e355ade8ea82bddfb42415909c90f0d417a6166
40,toklip_l_384,toklip_l,1,65,79.03960347175598,,94.46534514427185,79.03960943222046,94.46535110473633,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/toklip_l_semantic_384/seed0,2fcda35c9c40189aff8e52e422fedf1e18d748d1094cf270d66631580724a5ea
41,mc2_s16_224,mc2_s16_224,1,65,78.75247597694397,,94.65346336364746,78.75247597694397,94.65346336364746,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_224/seed0,090b77bdeb2c62b9411610dccc3a841ed93ecbdbc3f4461a79c83a7c45fd0911
42,mc1_b32_224_2.5b,mc1_b32_224_2.5b,1,65,78.59405875205994,,94.57425475120544,78.59405875205994,94.57426071166992,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b32_224_2.5b/seed0,80ed7dad32db60f2c118734b81380d7850ed3d8eb07d8e0ab662041f39a9b195
