validation_rank,setup_id,model,epoch,iteration,validation_top1_pct,delta_top1_vs_previous_pct,validation_top5_pct,validation_macro_top1_pct,validation_macro_top5_pct,selected_classifier,base_lr,effective_lr,test_top1_pct,test_top5_pct,test_macro_top1_pct,test_macro_top5_pct,output_dir,protocol_fingerprint
1,siglip2_g16_384,siglip2_g16_384,2,130,95.52475214004517,0.39603710174560547,99.2277204990387,95.52475214004517,99.22772645950317,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_g16_384/seed0,906d755626d7c0d8a6fb74ac2254c9000e10aee472a4f38b53a66fedb346cd48
2,siglip2_g16_256,siglip2_g16_256,2,130,94.97029781341553,0.27722716331481934,99.13861155509949,94.97029781341553,99.13861155509949,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_g16_256/seed0,6e9940abcc1f25779981a2dbc76b519efbc5b1b502f9fb83d932c2ebbff7716a
3,siglip2_sm16_384,siglip2_sm16_384,2,130,94.83168125152588,0.35643577575683594,99.04950261116028,94.83168125152588,99.04950857162476,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm16_384/seed0,2238243a1ae9e6bf690fbe09f0d2453438e5f18cf282ebff201e6b0d9701e0e1
4,siglip2_sm14_384,siglip2_sm14_384,2,130,94.74257230758667,0.40593743324279785,99.04950261116028,94.74257230758667,99.04950261116028,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm14_384/seed0,1dbf332c64b569e3377ea220530b773b5c93c46149f7da427a978c1952aa1f11
5,siglip2_sm16_512,siglip2_sm16_512,2,130,94.69307065010071,0.19801855087280273,99.05940890312195,94.69306468963623,99.05940890312195,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm16_512/seed0,73df1d59a5f4213625f624fe9d9838bee0c926d3d80f545f23db756b2078207a
6,siglip2_sm16_256,siglip2_sm16_256,2,130,94.23762559890747,0.4158437252044678,98.98020029067993,94.23762559890747,98.98018836975098,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm16_256/seed0,9281002e2b34aa1f438ee2595fcf1353040d49eab2db9fd56caaabfb424bbba5
7,siglip2_l16_384,siglip2_l16_384,2,130,94.15841698646545,0.4455447196960449,98.83168339729309,94.15841102600098,98.83168339729309,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_l16_384/seed0,a5475395f47848c59b6b77c396f366c0a347c7da21372b3722d1fd2f851825fb
8,siglip2_l16_512,siglip2_l16_512,2,130,94.14851665496826,0.3861427307128906,98.9207923412323,94.14851665496826,98.9207923412323,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_l16_512/seed0,60c005c47ae0cf0a7278bb65495cd3eba452049f82c945621d3cb3485cb7c328
9,siglip2_sm14_224,siglip2_sm14_224,2,130,94.14851665496826,0.4158437252044678,99.00000095367432,94.14851665496826,99.00000095367432,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_sm14_224/seed0,8d3dc47ba6b67ebf95976efa79eb650a04145dbefb4bc8cfdd7e75f11e9d243f
10,mc2_g14_378,mc2_g14_378,2,130,93.8316822052002,0.4554450511932373,99.06930923461914,93.8316822052002,99.06930923461914,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_g14_378/seed0,9dc5ee31df0f3639f0060c87f9e6fffe4dfaf0b281d5049706faabf0c4620667
11,siglip2_l16_256,siglip2_l16_256,2,130,93.44554543495178,0.4554450511932373,98.80198240280151,93.4455394744873,98.80198240280151,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_l16_256/seed0,3a8fee4cb32865b6bfa83cf1e0bc5770a9fd971aa00386da61ec8544b55d9786
12,mc2_h14_378,mc2_h14_378,2,130,93.39603781700134,0.6732642650604248,98.84158372879028,93.39604377746582,98.84158372879028,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_h14_378/seed0,04e098d7353b2e82ec238f6bb9c9cef1ef490cb621ea892fa79259434ef52b43
13,mc1_h14_224_v1.2,mc1_h14_224_v1.2,2,130,93.13861131668091,0.7128715515136719,98.73267412185669,93.13861131668091,98.73267412185669,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_h14_224_v1.2/seed0,cb06cb3a68af5a5de689df20c18cef4cc3bba2e893d12f06a0ffb9edd53e985b
14,mc2_g14_224,mc2_g14_224,2,130,92.91089177131653,0.4059433937072754,98.66336584091187,92.91089177131653,98.66336584091187,classifier_fixed_readout_lr_0_02,0.005,0.02,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_g14_224/seed0,8094ad2e870ab1b772f3f2fe10627c6a543d8ee1f71c367f441997fd03c3867e
15,siglip2_b16_512,siglip2_b16_512,2,130,92.18811988830566,0.3168344497680664,98.57425689697266,92.18811988830566,98.57425689697266,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_512/seed0,e2b879fc4ba9634d7b48819b9741f23364fdfe63bf61b20fed31c706c83b07d8
16,mc1_g14_224_2.5b,mc1_g14_224_2.5b,2,130,92.00000166893005,0.6039619445800781,98.6138641834259,92.00000166893005,98.61385822296143,classifier_fixed_readout_lr_0_02,0.005,0.02,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_g14_224_2.5b/seed0,c1633aaecab65ddfd39f16577b911f13a47d0e5f9667b5870d6a1b621b0c0de6
17,siglip2_b16_384,siglip2_b16_384,2,130,91.970294713974,0.7227718830108643,98.51484894752502,91.97030067443848,98.5148549079895,classifier_fixed_readout_lr_0_8,0.2,0.8,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_384/seed0,84e92d601d36d8f5c877e433e6f58808402621e5346b51340648003c7c8b93b3
18,mc2_l14_224,mc2_l14_224,2,130,91.95049405097961,0.5841553211212158,98.49504828453064,91.95049405097961,98.49504828453064,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_l14_224/seed0,713c706071997dc0b9be77d7c55a26078917b0b1e1cd6cbfb3ee0bacbb1a99e2
