validation_rank,setup_id,model,epoch,iteration,validation_top1_pct,delta_top1_vs_previous_pct,validation_top5_pct,validation_macro_top1_pct,validation_macro_top5_pct,selected_classifier,base_lr,effective_lr,test_top1_pct,test_top5_pct,test_macro_top1_pct,test_macro_top5_pct,output_dir,protocol_fingerprint
36,toklip_l_384,toklip_l,3,195,84.25742387771606,2.3168325424194336,96.1881160736084,84.25742387771606,96.18812203407288,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/toklip_l_semantic_384/seed0,2fcda35c9c40189aff8e52e422fedf1e18d748d1094cf270d66631580724a5ea
37,mc2_m16_224_mt5,mc2_m16_224_mt5,3,195,84.2178225517273,0.5940616130828857,96.60395979881287,84.21781659126282,96.60396575927734,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_m16_224_mt5/seed0,219e6ad0517891cb21159cba5d7516aed3f0cea720f6e2347bee941c5e8649b9
38,mc2_s16_384,mc2_s16_384,3,195,83.3267331123352,0.5148530006408691,96.1782157421112,83.3267331123352,96.17822170257568,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_384/seed0,b7038ad8e8ad930adede6eba1b73dfcebb0147825e1dc568f6c71f69ce6feeb4
39,mc2_b32_224_mt5,mc2_b32_224_mt5,3,195,82.54455327987671,0.009900331497192383,95.56435346603394,82.54455327987671,95.56435942649841,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_224_mt5/seed0,654126921826a0b9d56150c02bdf28cbec3841b95e4750a13ebe07e4279c5866
40,mc2_b32_224,mc2_b32_224,3,195,82.46534466743469,0.43564438819885254,96.00989818572998,82.46535062789917,96.00990414619446,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_224/seed0,980fdd99f517b09863fce2fd7e355ade8ea82bddfb42415909c90f0d417a6166
41,mc1_b32_224_2.5b,mc1_b32_224_2.5b,3,195,80.65346479415894,0.14851689338684082,95.02970576286316,80.65346479415894,95.02970576286316,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b32_224_2.5b/seed0,80ed7dad32db60f2c118734b81380d7850ed3d8eb07d8e0ab662041f39a9b195
42,mc2_s16_224,mc2_s16_224,3,195,80.2970290184021,0.3267347812652588,95.18811702728271,80.2970290184021,95.18811702728271,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_224/seed0,090b77bdeb2c62b9411610dccc3a841ed93ecbdbc3f4461a79c83a7c45fd0911
43,mc1_b32_224_400m,mc1_b32_224_400m,3,195,79.8910915851593,0.6039619445800781,94.77227926254272,79.8910915851593,94.77227926254272,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b32_224_400m/seed0,e767859044cd018e7fa8320abe6794fc37882f356929b7dc0c15795a05ea9d88
44,toklip_s_256,toklip_s,3,195,79.59405779838562,2.2574245929718018,94.03960108757019,79.5940637588501,94.03960704803467,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/toklip_s_semantic_256/seed0,de65263ebb86482dc3b21d2916b13d45f04ed3bb91c7a268550a08f93e137117
45,mc2_s16_224_mt5,mc2_s16_224_mt5,3,195,77.87128686904907,0.6930708885192871,94.24752593040466,77.87128686904907,94.24752593040466,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_224_mt5/seed0,ad5763cd8b11776bae77fbd53819d5f9f1f750036dbe0d2dc346cf1b90cb050b
