validation_rank,setup_id,model,epoch,iteration,validation_top1_pct,delta_top1_vs_previous_pct,validation_top5_pct,validation_macro_top1_pct,validation_macro_top5_pct,selected_classifier,base_lr,effective_lr,test_top1_pct,test_top5_pct,test_macro_top1_pct,test_macro_top5_pct,output_dir,protocol_fingerprint
18,siglip2_b16_384,siglip2_b16_384,4,260,92.19802021980286,0.0792086124420166,98.66336584091187,92.19802618026733,98.66336584091187,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_384/seed0,84e92d601d36d8f5c877e433e6f58808402621e5346b51340648003c7c8b93b3
19,clip_openai__l14,clip_openai__l14,4,260,91.970294713974,0.1386106014251709,98.64356517791748,91.97030067443848,98.64356517791748,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/clip_openai__l14/seed0,1afb6160bb34e505d710e30194854839c7d47b524ee6530a54a9b764ab25e98b
20,mc1_h14_224_2.5b,mc1_h14_224_2.5b,4,260,91.47524833679199,0.16831755638122559,98.43564629554749,91.47524833679199,98.43564629554749,classifier_fixed_readout_lr_0_04,0.01,0.04,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_h14_224_2.5b/seed0,228d425542cbd9db21ef7ffbb6d7a7dbe825fed686600cb495fc9ca3ad99a1ec
21,siglip2_b16_256,siglip2_b16_256,4,260,91.24752283096313,0.02970099449157715,98.34653735160828,91.24752283096313,98.3465313911438,classifier_fixed_readout_lr_0_8,0.2,0.8,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_256/seed0,cc60ef4476f932d31dede0d99ff0d5ed7a07f8b9644de9844b5d819511e7a9d3
22,siglip2_b16_224,siglip2_b16_224,4,260,90.53465127944946,-0.09900927543640137,98.25742840766907,90.53465127944946,98.25742840766907,classifier_fixed_readout_lr_0_8,0.2,0.8,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b16_224/seed0,1a07d711d6683ce7564b62e9620a4f9249d9ab8019fc5f1357c70edd278cd79e
23,clip_meta__l14,clip_meta__l14,4,260,90.50495028495789,0.3267347812652588,98.22772145271301,90.50495624542236,98.22772145271301,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/clip_meta__l14/seed0,3ef01545bc3cd738fcb4736ed4055a5157bbf7e430dabe87424fdaeb8f676821
24,mc1_l14_224_2.5b,mc1_l14_224_2.5b,4,260,90.50495028495789,0.3267347812652588,98.22772145271301,90.50495624542236,98.22772145271301,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_l14_224_2.5b/seed0,cc02a25f5b8ea9410c11dd8a19aa4cd2da30a172258cdec7b47f58defaad65a7
25,mc1_l14_224_400m,mc1_l14_224_400m,4,260,89.79207873344421,0.08910894393920898,98.0495035648346,89.79208469390869,98.04950952529907,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_l14_224_400m/seed0,0314cd325a2d59537aa8922ed432eaf29d84ce10eb992f1b2fb4522a69702a92
26,mc2_b16_384,mc2_b16_384,4,260,89.6039605140686,-0.059407949447631836,98.31683039665222,89.6039605140686,98.31683039665222,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b16_384/seed0,c498a4541cf91b44e8ccad96d067ffc7d551bb5cab9b9df642bac7e93ee8980d
27,vilau_256,vilau,4,260,88.85148763656616,0.306934118270874,97.60395884513855,88.85148763656616,97.60395884513855,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/vilau_7b_256_semantic_penultimate/seed0,a4cc01e96cf1dbe75c59371df059af92befc629d111896fea410e512aacd6100
28,unitok_attn,unitok,4,260,88.70297074317932,0.16831755638122559,97.6435661315918,88.70297074317932,97.6435661315918,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/unitok/seed0,e0f16c837ff5f3207ce5a9e571aa1066e1dad0929f8f5d7642ae38fcd79071a8
29,mc2_b16_224,mc2_b16_224,4,260,88.06930780410767,-0.019800662994384766,97.72277474403381,88.06930780410767,97.72276878356934,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b16_224/seed0,d9dcaaef19474d7584bef8443ef82797f0f583c15f0cbd830f449293fb5ea0f0
30,mc2_m16_384,mc2_m16_384,4,260,86.83168292045593,0.2475261688232422,97.34653234481812,86.83168292045593,97.34653234481812,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_m16_384/seed0,33402249f175deff850f9fdcfab38e3f19a618aec0d88ac05c6b26e96a3416a3
31,siglip2_b32_256,siglip2_b32_256,4,260,86.50494813919067,0.15841126441955566,97.0693051815033,86.50494813919067,97.06931114196777,classifier_fixed_readout_lr_0_4,0.1,0.4,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/siglip2_b32_256/seed0,03798bffd6adedef18eb3ede9f8b0de5c444c83f198d59805431075e10a5dc53
32,mc2_b32_384,mc2_b32_384,4,260,86.49504780769348,0.0,97.21782207489014,86.49504780769348,97.21782803535461,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_384/seed0,8dbd73a1e8c08bfd3f39acf775e7d8a2b08d6130a9f25a128fb710abc4a23dea
33,mc1_b16_224_2.5b,mc1_b16_224_2.5b,4,260,86.13861203193665,0.33662915229797363,97.24752306938171,86.13861799240112,97.24752306938171,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b16_224_2.5b/seed0,dac647a4874b6a280fb2d49aba62d9813ef27e982b07abcc533eddaefd8431de
34,toklip_l_384,toklip_l,4,260,85.584157705307,1.3267338275909424,96.51485085487366,85.58415174484253,96.51485681533813,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/toklip_l_semantic_384/seed0,2fcda35c9c40189aff8e52e422fedf1e18d748d1094cf270d66631580724a5ea
35,mc1_b16_224_400m,mc1_b16_224_400m,4,260,85.25742292404175,0.346529483795166,96.80197834968567,85.25742292404175,96.80198431015015,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b16_224_400m/seed0,83f5b285de4b7be05da3ae7eccff8060fd71fcd38a733b85381ae687f38a2c81
36,mc2_m16_224,mc2_m16_224,4,260,84.63366627693176,0.1584172248840332,96.63366079330444,84.63366031646729,96.63366079330444,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_m16_224/seed0,0313e93942ff7757948d42af8fbad0c7c3066c23431815707dc10bbd8a1b0a30
37,mc2_m16_224_mt5,mc2_m16_224_mt5,4,260,84.2178225517273,0.0,96.5544581413269,84.2178225517273,96.55445218086243,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_m16_224_mt5/seed0,219e6ad0517891cb21159cba5d7516aed3f0cea720f6e2347bee941c5e8649b9
38,mc2_s16_384,mc2_s16_384,4,260,83.62376093864441,0.2970278263092041,96.4653491973877,83.62376093864441,96.4653491973877,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_384/seed0,b7038ad8e8ad930adede6eba1b73dfcebb0147825e1dc568f6c71f69ce6feeb4
39,mc2_b32_224_mt5,mc2_b32_224_mt5,4,260,83.10890793800354,0.564354658126831,96.05940580368042,83.10891389846802,96.05940580368042,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_224_mt5/seed0,654126921826a0b9d56150c02bdf28cbec3841b95e4750a13ebe07e4279c5866
40,mc2_b32_224,mc2_b32_224,4,260,82.80197978019714,0.33663511276245117,95.97029685974121,82.80198574066162,95.97029685974121,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_b32_224/seed0,980fdd99f517b09863fce2fd7e355ade8ea82bddfb42415909c90f0d417a6166
41,mc2_s16_224,mc2_s16_224,4,260,81.08910918235779,0.7920801639556885,95.27722597122192,81.08911514282227,95.27722597122192,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_224/seed0,090b77bdeb2c62b9411610dccc3a841ed93ecbdbc3f4461a79c83a7c45fd0911
42,toklip_s_256,toklip_s,4,260,81.05940818786621,1.4653503894805908,94.4950520992279,81.05940222740173,94.49504613876343,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/toklip_s_semantic_256/seed0,de65263ebb86482dc3b21d2916b13d45f04ed3bb91c7a268550a08f93e137117
43,mc1_b32_224_2.5b,mc1_b32_224_2.5b,4,260,81.01980090141296,0.3663361072540283,95.44554352760315,81.01980090141296,95.44554352760315,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b32_224_2.5b/seed0,80ed7dad32db60f2c118734b81380d7850ed3d8eb07d8e0ab662041f39a9b195
44,mc1_b32_224_400m,mc1_b32_224_400m,4,260,80.04950284957886,0.15841126441955566,95.14851570129395,80.04950284957886,95.14851570129395,classifier_fixed_readout_lr_0_08,0.02,0.08,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc1_b32_224_400m/seed0,e767859044cd018e7fa8320abe6794fc37882f356929b7dc0c15795a05ea9d88
45,mc2_s16_224_mt5,mc2_s16_224_mt5,4,260,78.15841436386108,0.2871274948120117,94.38613653182983,78.15841436386108,94.38613653182983,classifier_fixed_readout_lr_0_2,0.05,0.2,,,,,/cache/ma-user/VTBenchLab/outputs/food101_linear_probing_dinov2_single_surface/mc2_s16_224_mt5/seed0,ad5763cd8b11776bae77fbd53819d5f9f1f750036dbe0d2dc346cf1b90cb050b
