name,family,MLLM_Avg,qwen3,qwen2_5,smollm2,probe_epoch1,retrieval-ImageNet,CKA,pretrain_loss,A_score,d,n_tokens,eff_rank,RankMe,VSA,m50,m90,LAR_64,sup,res,d_s,n_tokens_s,top1_share,part_ratio,eff_rank_e,r2_raw,r2_std,r2_krr,r2_lin_p,gap_scale,gap_nonlin,mknn,cka_txt,mAP_dom,mAP_obj80,mAP_small,mAP_count2,mAP_crowd,mAP_w_obj,mAP_w_color,mAP_w_rel,mAP_w_num,mAP_w_act,mean_domain_rank,caption_loss,mAP_ocr_word,mAP_ocr_num,mAP_ocr_dense,mAP_oi_class
dinov3,dinov3,36.88,,36.88,,83.36,,,,-2.68,1024,256,84.026963162961,413.52839719395234,0.8770317515079891,3.0,14.0,0.9876021756008404,ssl,-10.829042060049126,1024,256,0.0475009822840008,89.69449545972104,224.55371243544693,0.2752920374354701,0.2737121601082883,0.2741500941569433,0.2613360242549306,-0.0015798773271817,0.0128140699020127,0.0620398440883499,0.313222486609109,0.8108471684911067,0.7690554123414598,0.4497400207163832,0.4742026588042377,0.4232324779733488,0.4328786902471258,0.1850569578994373,0.1426066060915416,0.1698405702511792,0.3798322407060208,30.5,2.3076988011598587,0.1258550199558604,0.0941470248047536,0.8434499947251192,0.5206905930106062
eupe_convnext_b,eupe,44.04,,44.04,,76.68,,,,,1024,64,34.824563348844855,367.6123585123881,0.8978793102468793,2.0,11.0,0.994246947506058,lang,0.0713250790101156,1024,64,0.116647069825206,35.90903345969377,119.40801662172308,0.3046501132383385,0.3043535771877835,0.3009700847730004,0.2922132034393863,-0.000296536050555,0.0087568813336141,0.0677349501948895,0.3056418987241238,0.8068916505942791,0.7820525015313393,0.4700276394603338,0.4969109235903981,0.4255416056977261,0.4507853342756403,0.2986526200545163,0.160366235431241,0.2217343727661999,0.4198371957711387,28.0,2.2433831077069044,0.1397480805024332,0.1027647156759207,0.8999411949062843,0.557962102795243
eupe_convnext_s,eupe,43.51,,43.51,,74.43,,,,,768,64,28.090233203716988,344.0974960612599,0.8796419607976002,2.0,9.0,0.9955321854940932,lang,0.8011792800405502,768,64,0.137662499238223,28.381182707501434,92.51209699648358,0.2995848994818849,0.3011590341817358,0.2992309666833591,0.2910391468616599,0.0015741346998509,0.0081918198216992,0.0665656128194023,0.3063497140528439,0.7981036587924942,0.7608349658526085,0.4496220167167914,0.4831755037082831,0.4045497636896162,0.4447809832748903,0.2773294495816079,0.1631377856983231,0.2046565893490563,0.4032944012951108,23.5,2.3779378850013018,0.1286298400133272,0.1138666459378879,0.8992735287552958,0.5597336404603355
eupe_convnext_t,eupe,41.9,,41.9,,67.66,,,,,768,64,24.564335069557103,337.6852834381899,0.8736367818535332,2.0,8.0,0.9965769429924012,lang,2.9819405871410254,768,64,0.1509270770854763,24.79668636003385,83.75319561174848,0.2902589438608598,0.2915737943986894,0.2864205815765078,0.278845331922339,0.0013148505378296,0.0075752496541687,0.0636639237765266,0.2990012328802853,0.7644251893025295,0.7215256554815251,0.4237111510482297,0.452138079514836,0.3790990014692234,0.4281882855386139,0.2560027547612963,0.1535385930397215,0.1939116050646612,0.3702766664152838,43.5,2.2925760075449944,0.1226711154946812,0.1294636150052978,0.8893443919572614,0.5464297968113704
eupe_vit_b,eupe,41.52,,41.52,35.74,83.22,,,,-2.63,768,256,26.94480069423372,361.57355400515655,0.9008965141120752,2.0,8.0,0.9951440860305808,lang,-6.1106511319850085,768,256,0.1181565906692761,27.367407840113067,93.91434986450864,0.3060804280798335,0.3077900417672692,0.3016331107651329,0.2956016063012628,0.0017096136874357,0.00603150446387,0.0648765699436985,0.3112095244956008,0.8245497858323215,0.8091566234353024,0.4838118253886654,0.5125602736399428,0.4398885712088823,0.4610641695571063,0.2837784738892245,0.1556365700725065,0.2454368832955365,0.4224905644884698,38.5,2.434234745800495,0.1408306469156818,0.1086454107031096,0.8789389928742766,0.5572338711770757
eupe_vit_s,eupe,41.11,,41.11,32.79,77.01,,,,,384,256,36.17949390207548,255.3658630689512,0.9151688998193211,2.0,9.0,0.9952709402700152,lang,-3.043453537141012,384,256,0.1009908004822896,36.17949390207546,90.46439169152956,0.292161956954646,0.2904198347679245,0.2889237363361477,0.2803501363256261,-0.0017421221867214,0.0085736000105216,0.0658077089649198,0.3374506910365197,0.7718190495970553,0.7271314179692098,0.4431013871268636,0.4665897557251704,0.4108255876460745,0.4283012846388482,0.2527654560599716,0.1551364692566746,0.2161752741738022,0.3726350376171612,41.0,2.320603907108307,0.1202796413329109,0.1194309632561392,0.8897135431575671,0.5548633003213068
eupe_vit_t,eupe,26.94,,26.94,29.68,62.19,,,,,192,256,26.910409256228743,125.17233525926112,0.9330776547758748,2.0,9.0,0.9978437742315516,lang,-8.915213866353863,192,256,0.1205973745297301,26.91040925622873,54.75543613228947,0.2520579318288746,0.2516123254338928,0.2520072706177066,0.2408980277881033,-0.0004456063949818,0.0111092428296033,0.0593546990038977,0.3136487571781188,0.6465936230861475,0.6090999478175789,0.3797737654218674,0.4007523506928265,0.3347030046062009,0.3801183075667846,0.2442727012313316,0.1396618066729666,0.1830786546099838,0.3388598907815762,44.5,2.334652146324516,0.1044661920538858,0.1096071316560804,0.8653253290932434,0.5078095402893245
mc1_b16_224_2.5b,mc1,44.74,43.9,44.74,37.05,77.38,72.1,42.57,2.603,-2.5,768,196,60.80133595041139,387.02682044013886,0.8653196704711738,3.0,13.0,0.9930094158944984,lang,0.3793704386895484,768,196,0.0616753087998634,62.89546755144045,160.0755378207759,0.2580644019640306,0.2605995394547591,0.2576312102721503,0.2458250767634837,0.0025351374907285,0.0118061335086665,0.0572109138155045,0.2991244767721286,0.7481594403943145,0.6908766752832689,0.4003216732658063,0.4409874726749053,0.4212003235340854,0.4027132073820459,0.2274335081082022,0.1357237010242171,0.1841828453879876,0.3313728112626181,40.0,2.4779922422021627,0.1483792979339096,0.1033422378689281,0.8503012280793116,0.5164541385345498
mc1_b16_224_400m,mc1,44.78,44.05,44.78,,76.47,70.8,43.46,2.6238,-2.44,768,196,60.08264106735785,396.2989606318002,0.8677266417488375,3.0,12.0,0.9927991639003004,lang,0.9289114711062963,768,196,0.0682018874619285,62.51962037116152,169.73636840349604,0.246573075911941,0.248183661141747,0.2447277874341559,0.2334630767965565,0.001610585229806,0.0112647106375993,0.0567345171069727,0.2880155318728633,0.7297431961641346,0.6802453124499781,0.3944077874679924,0.4217436704312987,0.3954636252800592,0.3975465528371554,0.2232588766428416,0.1289284543580245,0.1816903295351907,0.3243716402116949,38.5,2.529157228767872,0.1445453497508188,0.0962546384139087,0.836149683314874,0.4903601696857796
mc1_b32_224_2.5b,mc1,39.04,38.43,39.04,,73.35,67.6,41.19,2.8651,-2.63,768,49,58.9763180509645,400.6911951630501,0.8126388081317651,3.0,11.0,0.993333783350689,lang,-3.064090703464828,768,49,0.0645037262749019,61.19015252648902,171.38174076923968,0.2404928430474181,0.2408966373629755,0.2410696092458908,0.2254086369055435,0.0004037943155573,0.0156609723403472,0.0553269813772195,0.2856414868227172,0.6847803881768768,0.6398151044818716,0.3707442818291803,0.3892971988814031,0.3506757889667267,0.381278799050509,0.2193748560174431,0.1339404525577021,0.1721406766014016,0.3174855364961874,42.0,2.531443515792489,0.1183226130229397,0.1110687559281156,0.8544395489446867,0.5035884877827589
mc1_b32_224_400m,mc1,37.63,34.69,37.63,,72.36,65.6,41.39,2.8638,-2.7,768,49,52.02495781005263,407.46441904565,0.8355792674099858,3.0,11.0,0.9935461366322744,lang,-3.919754855011441,768,49,0.0821835266213402,54.79141698122892,175.05401313797157,0.2357285544979749,0.2366429933251947,0.2334022257412892,0.2198669735054425,0.0009144388272198,0.0135352522358467,0.0522953659592897,0.2556682214036131,0.686738271329445,0.64608376978382,0.3792952747148875,0.3998100407457629,0.3610860476844917,0.3776396044917067,0.2056404545768449,0.1294999797074887,0.1500529412214884,0.3271565875844405,62.5,2.46508271060884,0.1087976788391665,0.0900994413524656,0.8542525236532406,0.5038853144171453
mc1_g14_224_2.5b,mc1,49.86,47.7,49.86,43.19,85.13,82.1,47.96,2.5197,-2.34,1664,256,77.72718087698229,436.0207347444853,0.893346584965644,4.0,18.0,0.9843328074990594,lang,1.1598726351402604,1664,256,0.0575320604271864,100.44349437551628,356.8780989365597,0.2783143029656694,0.2731646588268531,0.2798361964566426,0.266142221654628,-0.0051496441388162,0.0136939748020146,0.0630576006929406,0.2534396281492171,0.7795908364810844,0.7708755017710566,0.478095280888284,0.4977296523154887,0.4266969040939765,0.4391368263475084,0.243207711074172,0.1246429044488457,0.1856510249540975,0.4035931907340619,53.0,2.464530376717448,0.1601880669585054,0.0983468373750538,0.8621672220255672,0.5099135197909516
mc1_h14_224_2.5b,mc1,48.92,46.4,48.92,,83.77,80.5,47.53,2.5947,-2.39,1280,256,4.260109105231983,352.6049533486888,0.8944745959028454,1.0,7.0,0.9966538933824184,lang,0.9813845077631028,1280,256,0.4382442555843118,4.568136232924704,26.01032294554287,0.2783354101112099,0.2741521070116712,0.2846900611489542,0.2688715687462145,-0.0041833030995386,0.0158184924027396,0.0472282373321784,0.0981073677358576,0.7789843435707996,0.7736271948561266,0.4837421686396734,0.4877092098954499,0.4389916279023224,0.4408756672242807,0.2318645506365007,0.1358816405323855,0.1857161523689985,0.4070732821997341,43.5,2.561820162460208,0.1605254564153825,0.0930293664927255,0.8585504758681232,0.5124615924148407
mc1_h14_224_v1.2,mc1,51.16,48.67,51.16,39.42,85.64,82.0,46.58,2.4454,-2.31,1280,256,58.351283964553865,424.3581068183019,0.8914945460414799,4.0,16.0,0.9869857632027236,lang,2.174305682906692,1280,256,0.0827450962984565,66.76672529643335,247.3707537229747,0.2642256249111686,0.2623458122270438,0.2587749628565284,0.2462371973562567,-0.0018798126841248,0.0125377655002717,0.0558899956691208,0.2274240370551449,0.7723011709867981,0.7626398685785006,0.4587886214826652,0.4647839141477629,0.4259679203643242,0.4220227915512261,0.2041116492748627,0.1324189422086178,0.1564257046100382,0.3772102334146341,67.0,2.499701114371419,0.1612825571422051,0.0969730769596761,0.8623936009410225,0.5036647853298833
mc1_l14_224_2.5b,mc1,48.78,46.08,48.78,40.68,82.6,79.2,46.98,2.5503,-2.37,1024,256,68.62453086102435,394.48626829613534,0.8899088512089556,3.0,18.0,0.98720975920472,lang,1.4965086922989317,1024,256,0.0569998935267576,73.00590648717107,188.27799520107985,0.2757977343318369,0.277110105481452,0.2724333367737572,0.2618878907823405,0.001312371149615,0.0105454459914167,0.057665656128194,0.2772656693496383,0.769479867973346,0.7461125958860847,0.4456687005534649,0.4598502169322772,0.4054686877603422,0.433290026680745,0.2540945563322152,0.1275970126785989,0.1901835314906051,0.3907272156992261,40.0,2.53568852506578,0.1372859727315251,0.0904745064903126,0.8532070424621432,0.5071144094270418
mc1_l14_224_400m,mc1,47.08,45.89,47.08,,81.44,76.2,43.99,2.5816,-2.34,1024,256,99.15671699502929,429.1881106117532,0.8709560785212402,4.0,17.0,0.9878054698014104,lang,0.4460335248301774,1024,256,0.0446231351215707,110.27310172865256,277.1841000147613,0.268843300345701,0.2680517432845974,0.2695726776874231,0.2553327691136242,-0.0007915570611035,0.0142399085737988,0.0629926375054135,0.2862015656115686,0.7682391672678547,0.7438592659056545,0.4410156503816476,0.4476268592484296,0.404470093548135,0.4237008666230116,0.2519030814980409,0.1374335360517854,0.1877778582783331,0.4015402493550276,62.5,2.4643304347991943,0.1401394528396879,0.1007101586300015,0.846440649470009,0.5170499849794453
mc2_b16_224,mc2,45.56,43.65,45.56,,78.65,71.4,44.64,2.5582,-2.42,768,196,65.40999879182328,392.1624817998133,0.8793046591753281,3.0,11.0,0.9928613753260992,lang,0.4882527341079168,768,196,0.0644678469750151,67.36761580708458,171.25935238756958,0.2479744825679858,0.2493752720126085,0.2445324018691771,0.233341354201762,0.0014007894446227,0.011191047667415,0.0556084885231702,0.3048159857786251,0.737251385662875,0.6801061516355675,0.3865339641966335,0.4201923205901421,0.4061369775417194,0.3969495087564795,0.1895337521790136,0.1327995590426512,0.1423794093780297,0.3145724429905351,45.0,2.385446898639202,0.14443881691144,0.0983945797685975,0.8613089583702734,0.5097628528549679
mc2_b16_384,mc2,46.85,44.29,46.85,,80.21,73.0,44.96,2.6012,-2.44,768,576,62.58167472085795,387.4332850382728,0.8684903286155953,3.0,11.0,0.9929778366824612,lang,0.9047538213934844,768,576,0.0670371386840459,64.25808395330723,163.48832898901114,0.246555467295533,0.2480577762533641,0.2438814817596921,0.2325253614699081,0.0015023089578311,0.011356120289784,0.0558466868774361,0.3019349968084187,0.7583295809583196,0.6922387042328472,0.3935982477795445,0.4275805273786519,0.4197778699055861,0.399414958504214,0.1988319383735965,0.1355390230526947,0.1414588043756401,0.3120829278851706,37.0,2.3874610625207424,0.1557539077838879,0.1054372188974547,0.8597754088897147,0.5110610394860423
mc2_b32_224,mc2,41.35,38.24,41.35,,74.25,66.1,40.67,2.6583,-2.5,768,49,56.51796203043133,389.29245075263776,0.84218346519732,3.0,10.0,0.9946467129620468,lang,-1.2580323838770084,768,49,0.068200222510483,58.41543746551812,158.30652537890597,0.2318831234262341,0.2323316578633374,0.2256105044084634,0.2144895426659574,0.0004485344371032,0.0111209617425059,0.0512343005630143,0.2965074906621197,0.6745340985779246,0.6299421420624979,0.3664399684920833,0.3963671517081467,0.3676795291331922,0.3710343933398265,0.2065707414742786,0.1324105007463511,0.138878538596934,0.2951007983426414,38.0,2.368817428126931,0.1103476859287861,0.1018078121372519,0.8532313490595772,0.4820243083922158
mc2_b32_224_mt5,mc2,41.62,35.39,41.62,,74.24,66.6,40.43,2.6402,-2.51,768,49,53.28401728988633,390.4493781980283,0.8630991786623726,2.0,10.0,0.993750698922376,lang,-0.982433031872425,768,49,0.0806928127351981,55.172128697505066,157.673491988873,0.2392136174504145,0.2404516454643093,0.2366852364801389,0.2254957339355801,0.0012380280138947,0.0111895025445588,0.0519055868341273,0.2897983496147011,0.7023947296864848,0.6361525498348544,0.3741505606859319,0.4066976965119853,0.364875551859338,0.3796410195952186,0.197296269709795,0.1309458846892278,0.149202511536968,0.3095995644147455,58.0,2.4084088932722807,0.1098489228045353,0.1059276030613794,0.8566246949789573,0.4942101638464453
mc2_b32_384,mc2,43.07,43.37,43.07,,77.31,69.2,42.62,2.59,-2.42,768,144,53.00933836385334,383.3491813838442,0.8738212618518426,3.0,10.0,0.9940234765707016,lang,-1.2514340972784057,768,144,0.0741288995795387,54.590716666684514,148.71601198726714,0.2315205501562943,0.2328138916446444,0.2273304185005269,0.2151737012165538,0.00129334148835,0.012156717283973,0.0484625378951927,0.2877829414245743,0.6933596632516474,0.6490693420625863,0.380822511969671,0.4006807949247358,0.3696655875428452,0.3757232045620445,0.205436691679292,0.1316663172902485,0.1350938325024251,0.2984983904360332,41.5,2.428372398018837,0.1242220091074837,0.1088086186805081,0.8538174955195382,0.4936843657361479
mc2_g14_224,mc2,50.77,48.84,50.77,40.9,85.72,82.6,48.47,2.4549,-2.32,1664,256,85.54733045807936,435.56033037880286,0.8818663658658151,3.0,16.0,0.989307523568648,lang,1.7395108668700558,1664,256,0.0458960409094612,111.47265275495587,371.9810486903883,0.2941282342557094,0.2883487704118415,0.2965069748220016,0.285733297914212,-0.0057794638438679,0.0107736769077896,0.0692291035080121,0.3054708469865416,0.8016929770624357,0.7888183148804017,0.496275424191901,0.5024971083157342,0.4364739052554011,0.4485409303865199,0.2241411708624931,0.1351209504495411,0.2081784074343567,0.4199034453908958,31.5,2.4287129808217287,0.1639068351746923,0.0959233269133507,0.8705177142550653,0.5168081343086885
