name,family,MLLM_Avg,qwen3,qwen2_5,smollm2,probe_epoch1,retrieval-ImageNet,CKA,pretrain_loss,A_score,d,n_tokens,eff_rank,RankMe,VSA,m50,m90,LAR_64,sup,res,d_s,n_tokens_s,top1_share,part_ratio,eff_rank_e,r2_raw,r2_std,r2_krr,r2_lin_p,gap_scale,gap_nonlin,mknn,cka_txt
siglip2_sm14_384,siglip2,54.49,54.06,54.49,45.57,86.58,84.1,53.46,2.3977,-2.1,1152,729,64.60918599923349,402.2849830932896,0.8885047132566846,3.0,16.0,0.9906813141277836,lang,4.9779665944762,1152,729,0.0595364171768977,71.33182833069118,205.5198153746732,0.3059366303062416,0.3059261964325829,0.2993389324544407,0.2935186662498328,-1.0433873658732828e-05,0.0058202662046079,0.0711996535296665,0.3196015739937629
siglip2_sm16_256,siglip2,51.4,49.12,51.4,41.94,86.03,83.3,50.84,2.4024,-2.09,1152,256,71.61796459755844,406.80556556838826,0.8964744495215858,3.0,16.0,0.9904356976200104,lang,2.195930954728084,1152,256,0.0533199389071161,79.61068810941491,221.590641888093,0.3060832015474238,0.3052176312147759,0.2989552946964479,0.2925715918086751,-0.0008655703326478,0.0063837028877727,0.072932005197055,0.3299760000098858
siglip2_sm16_384,siglip2,53.12,51.75,53.12,44.08,86.32,84.2,54.1,2.4232,-2.16,1152,576,66.2109061399683,403.1521979201655,0.9057898416459156,3.0,16.0,0.9907555432219828,lang,3.753549746595276,1152,576,0.0577033939627502,73.17392043959185,208.80703627855877,0.3058996901179578,0.3056433508498384,0.2988522417934528,0.2929840266703912,-0.0002563392681194,0.0058682151230615,0.0724122996968384,0.3242531139961123
siglip2_sm16_512,siglip2,54.97,52.51,54.97,42.37,86.65,84.3,48.13,2.4648,-2.15,1152,1024,62.45250619675646,400.1888039324132,0.8979434376934381,3.0,16.0,0.990902134945117,lang,5.418771130444135,1152,1024,0.0617652161006097,68.75347262254945,199.4046133879584,0.3051536578738157,0.3054733660984747,0.2985902620286628,0.2928505515333383,0.0003197082246589,0.0057397104953245,0.0713728886964053,0.3173706995362478
toklip_l_384,toklip,43.99,38.23,43.99,,74.32,80.0,38.22,3.0652,,1152,576,47.37321234435746,385.0488011406716,0.881164516379635,3.0,13.0,0.9938813375668784,lang,1.3427721520909373,1152,576,0.0795187663073746,50.91343529809447,158.92577488248938,0.293136063372536,0.2922482023063407,0.2870325097081958,0.281440929022455,-0.0008878610661953,0.0055915806857408,0.0633391078388913,0.3008446702024454
toklip_s_256,toklip,40.76,39.02,40.76,,71.02,76.3,36.6,2.9819,,1152,256,49.31577302743509,384.7367629859685,0.8893433787300531,3.0,13.0,0.9938205167352904,lang,-0.0394416863977582,1152,256,0.0745342112786229,52.94661839602507,160.73015237719906,0.2880888826525218,0.286831444627462,0.2815749215813323,0.2762593483936404,-0.0012574380250598,0.0053155731876919,0.0624296232135123,0.3071082735860737
uniar_bsq,uniar,40.87,34.9,40.87,,59.39,,,,,4096,64,9.193812478020716,280.8105348506185,0.8834996599998106,3.0,14.0,0.9955940849728094,other,6.582604694928449,4096,64,0.301818375061558,9.443764233155926,37.08744517393986,0.1839601928880119,0.1843206542755955,0.1890034862881185,0.1646120359772773,0.0003604613875836,0.0243914503108412,0.0386314421827631,0.0915459516063385
unitok_attn,unitok,42.5,41.48,42.5,,78.08,76.8,47.16,2.9037,,1024,256,63.73887340772536,296.16295857090233,0.6938736289807187,3.0,14.0,0.9933294071364274,lang,-2.252584201631038,1024,256,0.0523386038311971,63.80440221913138,121.51756159189236,0.2840131953045082,0.2829987958231873,0.2871698731970493,0.2730451286953207,-0.0010143994813208,0.0141247445017286,0.0699870073624945,0.3321422742962112
vilau_256,vilau,40.53,39.45,40.53,,77.51,72.7,39.77,2.8176,,1024,256,3.81587497828788,177.2784230453788,0.5619249792249656,2.0,3.0,0.9994106977032744,lang,-3.903421137369996,1024,256,0.4706764634014474,3.821646135832537,9.344807607692012,0.029803702930877,0.030205354754148,0.0229204031779151,0.0229047269532998,0.000401651823271,1.5676224615290835e-05,0.0056734517106972,0.0378493400051641
webssl_mae1b_full2b_224,webssl_mae,33.73,,33.73,23.84,54.27,,,,-2.71,1536,256,2.7000244750769014,118.59505734825362,0.8846549910955597,1.0,3.0,0.9996262790843866,ssl,2.3094729212732688,1536,256,0.5769160500898766,2.705577122713707,5.171497396956012,0.1553650018412112,0.16852570406884,0.1360726976643345,0.123826668542346,0.0131607022276287,0.0122460291219884,0.010220874837592,0.0629930122172653
webssl_mae2b_full2b_224,webssl_mae,33.83,,33.83,,59.49,,,,-2.68,2688,256,2.6487449584862133,120.82348240964394,0.9075195540149008,1.0,3.0,0.9995752619622018,ssl,-0.513388825117346,2688,256,0.5886277117587165,2.6565903781762703,5.237234961118828,0.173596453599975,0.1876012297524857,0.1505280810274155,0.1357824873807822,0.0140047761525107,0.0147455936466333,0.0105673451710697,0.0639705740862494
webssl_mae300m_full2b_224,webssl_mae,33.59,,33.59,29.34,49.01,,,,-2.66,1024,196,2.3436705478427697,137.91462142451763,0.8930071486161693,1.0,2.0,0.9996023970998994,ssl,5.114732075682209,1024,196,0.6327361875033474,2.3481119955756533,4.694095246557026,0.17019705737058,0.1789768050097799,0.1618538606056297,0.1470836145906733,0.0087797476391999,0.0147702460149564,0.0113685578172369,0.0614321879165797
webssl_mae3b_full2b_224,webssl_mae,36.13,,36.13,25.34,59.5,,,,-2.61,3072,256,3.065699459974968,115.28909034823864,0.902954777910982,1.0,4.0,0.999561600147875,ssl,1.781011822878078,3072,256,0.5407124541977841,3.074822685597079,6.005062357230643,0.1744984135792452,0.1935788738082537,0.1496493680472661,0.1363938615197117,0.0190804602290085,0.0132555065275543,0.0110220874837592,0.0699155732354765
webssl_mae700m_full2b_224,webssl_mae,33.78,,33.78,,53.16,,,,-2.67,1280,256,2.786395226452427,128.41633720105526,0.8884184632496346,1.0,3.0,0.9995668321297364,ssl,2.981000993781624,1280,256,0.5691756570253349,2.792195643521405,5.519209746641317,0.163447031211294,0.177168115312846,0.1483995324242079,0.1339044564479782,0.013721084101552,0.0144950759762296,0.0108055435253356,0.0637943164270757
