name,mAP_dom,mAP_obj80,mAP_small,mAP_count2,mAP_crowd,mAP_w_obj,mAP_w_color,mAP_w_rel,mAP_w_num,mAP_w_act
siglip2_l16_512,0.80549303496064,0.8107464507910274,0.4922881173549815,0.5133195300543044,0.45301752587373356,0.4571889264907061,0.25798683362960767,0.15681116392516262,0.19955378417313044,0.42962430612079217
siglip2_sm14_224,0.8009812684197416,0.8053518796140151,0.4957480641302753,0.516098902545199,0.4441570216212378,0.46037318350830514,0.23004332058306556,0.154759967508357,0.21000436340483186,0.4470905296713522
siglip2_sm14_384,0.8038471826788106,0.8117311915063795,0.49608515249497315,0.5224237390237797,0.44748969606691064,0.4587864244650873,0.24486506563277094,0.1575193163551721,0.20847858002675676,0.4437066613463073
siglip2_sm16_256,0.797190569832497,0.8056882741436233,0.49928905094256854,0.5151460097309631,0.44084424217009627,0.46009373612951643,0.23556740048605102,0.15569747164370493,0.2063560133811487,0.4459488619802811
siglip2_sm16_384,0.8104973773654689,0.8102044141082253,0.4986166110322007,0.5204145392641323,0.4528406312943869,0.4581752618251186,0.24162005136917517,0.15486634273460792,0.21220804191386655,0.4405245817199049
siglip2_sm16_512,0.8095952937176359,0.8104739507372271,0.49463048850017477,0.5218841476545474,0.45067599625840044,0.45791213701467126,0.24412028321227747,0.15474509721317098,0.20872375125520506,0.4380630387768715
toklip_l_384,0.7613434440126037,0.765738071131999,0.45622382544301987,0.4939919286796337,0.43848453856508457,0.44163128072235036,0.2627822958685761,0.14995060132253746,0.1949736607975149,0.39701101066058564
toklip_s_256,0.7400895441531266,0.7281868261342266,0.432372667429897,0.4589486993563819,0.3817301502371458,0.42811227196105534,0.25485080980780317,0.1482969378704532,0.20117015899900606,0.3907280563114562
uniar_bsq,0.6617371838443525,0.7281397472256792,0.4199393589075139,0.46322426790468796,0.4083249318918146,0.36678088210675536,0.18362424347265083,0.11493786704708286,0.10267630492496693,0.3605088299366503
unitok_attn,0.7345502631806441,0.7376956026597815,0.43566209497923597,0.45094623153166635,0.4025568112269593,0.4263174548392095,0.27191493608558454,0.13679958647092438,0.20624710968473176,0.3658182839491159
vilau_256,0.08697687689560543,0.12418644567982913,0.07827197986025594,0.0583599921870044,0.049285157731292446,0.0948292816010281,0.13942990812573883,0.08469382960376613,0.06118361047982654,0.11503221019138754
webssl_dino1b_full2b_224,0.814135673895402,0.777163290287961,0.48285478075419147,0.49927405677043335,0.4527158392444701,0.43933783841875207,0.17179538745931594,0.14863020776687266,0.18378763307043378,0.4000647585632951
webssl_dino300m_full2b_224,0.7230541230413792,0.6747368951236176,0.40724501283225234,0.43319336128895475,0.37536357168349394,0.40046432421758055,0.16643745945405083,0.14511702113028074,0.16161540845519481,0.34160065214537655
webssl_mae1b_full2b_224,0.5094935124500679,0.5036260422485692,0.3162747754350274,0.3019410629991243,0.24836065912636868,0.30130229022372973,0.17308600573618024,0.11564541727929148,0.1335362725665361,0.29269001442799697
webssl_mae2b_full2b_224,0.5766347155746866,0.5599473485797369,0.34668808540965845,0.3446677476848668,0.2927681261268455,0.33271553985559515,0.18487522211721852,0.12450607117255333,0.1484982598683699,0.312400907019584
webssl_mae300m_full2b_224,0.50410906170391,0.49812124526750867,0.31981551321683044,0.2951047522915076,0.21995721112251737,0.3126187497780527,0.1558212172368587,0.12424409180185038,0.14802618081457053,0.29890973912406926
webssl_mae3b_full2b_224,0.5860401928722531,0.5715577311652186,0.35142190935805734,0.34815504166651967,0.29377275837621175,0.3320873077222605,0.1918197480388648,0.1159714472155692,0.14273556512050922,0.31003147832351197
webssl_mae700m_full2b_224,0.5090902441798637,0.5050675952118363,0.3232860634626295,0.3068032799964658,0.25185346734599806,0.3064295091848619,0.1665929572684142,0.11727853629332338,0.1378752163720447,0.2847449060523191
